,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
37,scene-0996,1542193213947455,1542193214121839,587663069e9d4d128f62439f1a78981c,c23bb02e00a14a39b8f73b8aeaa40c6d,"[748.71, 2770.638, 0.0]","[737.419, 2760.344, 2.368]",15.462,77.0,6.69,140,0,175,0,7.61
39,scene-0996,1542193214447864,1542193214621893,587663069e9d4d128f62439f1a78981c,647a12114f414c86997667d009e5ffa6,"[748.079, 2769.821, 0.0]","[737.81, 2761.08, 2.264]",13.674,56.7,7.61,175,0,189,0,8.65
41,scene-0996,1542193214948309,1542193215122420,587663069e9d4d128f62439f1a78981c,54c42f125f5a4a8fb336bc0979486f6a,"[747.411, 2768.9, 0.0]","[738.202, 2761.816, 2.161]",11.817,47.6,8.65,189,0,234,0,9.76
44,scene-0996,1542193215448746,1542193215621971,587663069e9d4d128f62439f1a78981c,3690e9235d0241c0836c1af3b8bb4bff,"[746.702, 2767.87, 0.0]","[738.355, 2762.032, 2.081]",10.396,25.4,9.76,234,0,260,0,11.2
2,scene-0997,1542193241547892,1542193241622187,9ecc3027646744b5b1c0fc62f69daf32,0e696f0c18d14c47aab6038d08cd5f64,"[782.019, 2591.91, 0.0]","[784.985, 2575.975, 0.623]",16.221,-5.4,28.31,19,0,0,0,28.43
4,scene-0997,1542193242148428,1542193242621959,9ecc3027646744b5b1c0fc62f69daf32,d9df9e7284144a57b06c3a41514951ac,"[784.052, 2587.526, 0.0]","[783.444, 2580.285, 0.693]",7.3,-15.2,28.06,0,0,0,0,27.58
6,scene-0997,1542193242648840,1542193243122171,dbaa58039be74df594ddb8bd01f293fa,f9229f55916f45e08a0b81b288471ffc,"[785.672, 2583.822, 0.0]","[786.64, 2568.29, 0.477]",15.569,-24.1,27.58,0,0,66,0,27.38
9,scene-0997,1542193243149296,1542193243621821,dbaa58039be74df594ddb8bd01f293fa,c36163b10f1c42d882290a0600a728a8,"[787.142, 2580.191, 0.0]","[785.652, 2571.821, 0.552]",8.519,-30.6,27.38,66,0,19,0,27.34
29,scene-0997,1542193248198346,1542193248622274,3de55475edc94d4e898520901304a8dc,ede2756581dd4f5e8b9493014c34bc1f,"[791.947, 2543.492, 0.0]","[786.65, 2534.082, 0.647]",10.818,-23.6,23.26,0,0,0,0,21.77
42,scene-0997,1542193249548141,1542193250121870,a53340adebb742f3a2d1bf71756d7575,8a8ec84d509f451bbf78f1a696259eb8,"[790.684, 2535.096, 0.0]","[783.707, 2524.672, 0.698]",12.563,-26.8,18.42,0,0,0,0,16.78
44,scene-0997,1542193250048001,1542193250621892,a53340adebb742f3a2d1bf71756d7575,83b0238f36014395b086c4703ba50c83,"[790.098, 2532.413, 0.0]","[784.619, 2527.151, 0.781]",7.636,-24.1,16.78,0,0,0,0,15.01
58,scene-0997,1542193252447866,1542193252621371,a57454975d6647f9ad44c427699e105f,d22cbdc7f91645838da7dd9a49d32b0a,"[787.309, 2523.171, 0.0]","[779.64, 2516.566, 0.784]",10.151,-26.8,10.13,0,0,65,0,9.57
73,scene-0997,1542193254897459,1542193255121783,14fa7280497e4078b8db547687019de1,eea31c9caaae433d99ad39535589e627,"[784.456, 2516.7, 0.0]","[770.205, 2496.616, 0.711]",24.637,-33.3,12.92,26,0,0,0,13.06
76,scene-0997,1542193255397333,1542193255621721,14fa7280497e4078b8db547687019de1,7e0570d321cb493a89557cf9b756c2a5,"[783.564, 2515.042, 0.0]","[772.8, 2495.445, 0.857]",22.375,-30.4,13.06,0,0,0,0,12.78
81,scene-0997,1542193255897231,1542193256121738,14fa7280497e4078b8db547687019de1,dd9c59584f2a424ea1e0724ed02ba446,"[782.663, 2513.474, 0.0]","[775.139, 2494.21, 0.954]",20.703,-19.5,12.78,0,0,0,0,12.29
85,scene-0997,1542193256397085,1542193256621305,a069e599fdab4540abad31461ddd5221,4cfff6f0a5834daf85d4440b1de180b6,"[781.737, 2511.947, 0.0]","[769.863, 2494.229, 0.766]",21.343,-1.2,12.29,0,0,0,0,11.46
91,scene-0997,1542193256897519,1542193257122221,a069e599fdab4540abad31461ddd5221,760217dc323d49d2ba365c62f75af966,"[780.841, 2510.506, 0.0]","[772.063, 2491.631, 0.866]",20.834,6.2,11.46,0,0,0,0,10.72
106,scene-0997,1542193258448013,1542193258623056,2f388167b4ac44fd8d0a40ca5b509acd,85db40f834f846279fad44428290d2ca,"[778.488, 2506.7, 0.0]","[761.014, 2469.5, 1.813]",41.14,70.4,8.32,0,4,0,7,5.94
109,scene-0997,1542193258947891,1542193259621574,2f388167b4ac44fd8d0a40ca5b509acd,dd8e63d3f94545ff9d6e0d01a60f5c36,"[777.938, 2505.726, 0.0]","[758.373, 2471.59, 1.668]",39.38,98.8,5.94,0,7,0,9,4.62
51,scene-0998,1542193267397691,1542193267621700,e612bff7df3949e3b5e580f84123fa52,9c85980ff2fd4af9b136fb22b7a16cf0,"[776.728, 2503.285, 0.0]","[773.286, 2481.736, 1.883]",21.903,108.0,0.0,0,0,0,3,0.84
57,scene-0998,1542193267947876,1542193268121665,e612bff7df3949e3b5e580f84123fa52,cbf91f1bdbe34304bac6f00df3f4e3e5,"[776.715, 2503.252, 0.0]","[772.384, 2479.702, 2.029]",24.031,107.9,0.84,0,3,0,5,1.02
63,scene-0998,1542193268548397,1542193268621626,e612bff7df3949e3b5e580f84123fa52,72c4319d25a54a98bd401fdb67af6ffc,"[776.661, 2503.112, 0.0]","[771.095, 2477.606, 2.059]",26.188,107.9,1.02,0,5,0,5,0.0
67,scene-0998,1542193269048293,1542193269122126,e612bff7df3949e3b5e580f84123fa52,c291d0f8f1f34b1d912e79823880926f,"[776.619, 2503.001, 0.0]","[769.6, 2476.119, 2.141]",27.865,107.9,0.0,0,5,0,4,0.0
105,scene-0998,1542193271448115,1542193271622385,70585a0f8e04471590902007b54530bc,dac45384aa6c43c29930e545b14867ff,"[776.615, 2502.959, 0.0]","[766.206, 2464.729, 1.802]",39.663,111.0,0.0,84,0,167,0,2.1
114,scene-0998,1542193271947993,1542193272122203,4daafa43bd87412890a1d07a9ed2c22c,f795173baffe47a7824b9bc00a056e4d,"[776.593, 2502.895, 0.0]","[770.451, 2495.956, 0.515]",9.281,123.2,2.1,167,0,202,0,4.48
124,scene-0998,1542193272447875,1542193272621623,4daafa43bd87412890a1d07a9ed2c22c,e2b1df46edc249fb9fe53f0ab9cfafe8,"[776.475, 2502.562, 0.0]","[772.574, 2493.053, 0.66]",10.299,143.5,4.48,202,0,244,0,7.16
134,scene-0998,1542193272947738,1542193273122556,4daafa43bd87412890a1d07a9ed2c22c,ce183e1d17ce4afda08a20e2c43d950d,"[776.247, 2501.847, 0.0]","[774.312, 2489.383, 0.804]",12.639,170.2,7.16,244,0,273,0,9.79
139,scene-0998,1542193273546608,1542193273621785,4daafa43bd87412890a1d07a9ed2c22c,1ae20d781f8a4acd90283784ceaf022b,"[775.905, 2500.441, 0.0]","[775.757, 2484.446, 0.868]",16.019,163.0,9.79,273,0,267,0,12.19
148,scene-0998,1542193274046477,1542193274122640,4daafa43bd87412890a1d07a9ed2c22c,ee5ce881e0fd4e1f8434cd8ea8956953,"[775.698, 2498.904, 0.0]","[776.85, 2480.301, 0.989]",18.665,131.9,12.19,267,0,263,0,14.34
156,scene-0998,1542193274546902,1542193274622421,4daafa43bd87412890a1d07a9ed2c22c,6edb9bb705ca4e0e95149cd8042f381f,"[775.631, 2497.043, 0.0]","[778.419, 2476.224, 1.209]",21.04,71.2,14.34,263,0,267,0,16.38
170,scene-0998,1542193275047350,1542193275122281,4daafa43bd87412890a1d07a9ed2c22c,cc2593464b7845e3af99e549fb507a2c,"[775.706, 2494.894, 0.0]","[780.528, 2472.386, 1.38]",23.06,29.6,16.38,267,0,219,0,18.2
195,scene-0998,1542193277149159,1542193277621980,b42f33a484bf4bb1b6d8b360dcd59b26,19956494f63f4d339ff3a26b99d9a638,"[776.643, 2483.449, 0.0]","[781.566, 2437.843, 4.277]",46.07,95.7,21.39,229,0,242,0,21.93
202,scene-0998,1542193278198654,1542193278621673,4daafa43bd87412890a1d07a9ed2c22c,6592c22cf707478daa6a10596fb78e45,"[778.098, 2477.223, 0.0]","[796.38, 2442.453, 2.453]",39.36,68.4,22.84,246,0,239,0,23.73
204,scene-0998,1542193278648781,1542193279121610,4daafa43bd87412890a1d07a9ed2c22c,3bfcde995c7940ef9f915283c2e36413,"[779.153, 2474.642, 0.0]","[798.411, 2437.402, 2.506]",42.0,42.5,23.73,239,0,190,0,24.62
207,scene-0998,1542193279148679,1542193279621676,4daafa43bd87412890a1d07a9ed2c22c,307473279a154199b3a0b742e638e76d,"[780.636, 2471.737, 0.0]","[800.388, 2431.504, 2.708]",44.902,23.5,24.62,190,0,206,0,24.72
9,scene-1000,1542193303047044,1542193303121985,ac18c59f62664fbe8e48250e5fa21260,6898fa755d8946e597dbe286e5bd2eb6,"[816.803, 2359.364, 0.0]","[830.527, 2315.352, 0.171]",46.102,-22.6,17.22,154,0,0,0,16.95
12,scene-1000,1542193303546907,1542193303621993,ac18c59f62664fbe8e48250e5fa21260,58ab3aa04260456088397f4b4820da2c,"[817.473, 2357.064, 0.0]","[827.337, 2317.143, 0.274]",41.122,-31.6,16.95,0,0,0,0,15.99
14,scene-1000,1542193304046823,1542193304121306,ac18c59f62664fbe8e48250e5fa21260,6582b67fd81b43e8b0bdecf5d1af7caa,"[818.049, 2354.832, 0.0]","[824.146, 2318.935, 0.377]",36.413,-35.2,15.99,0,0,0,0,14.39
18,scene-1000,1542193304446575,1542193304621795,ac18c59f62664fbe8e48250e5fa21260,52f58bc55ad348ae8695189c66f25f3d,"[818.433, 2353.117, 0.0]","[821.595, 2320.368, 0.46]",32.904,-49.3,14.39,0,0,0,0,12.99
21,scene-1000,1542193304947582,1542193305121761,ac18c59f62664fbe8e48250e5fa21260,4bc2cd6e3c2746ac8ffe43d1cc7476ca,"[818.79, 2351.165, 0.0]","[818.185, 2321.892, 0.729]",29.289,-49.4,12.99,0,0,131,0,11.82
53,scene-1000,1542193310448426,1542193310621696,ac18c59f62664fbe8e48250e5fa21260,2e11b2afefa64a7495386d2b7f024503,"[810.477, 2333.593, 0.0]","[786.127, 2323.098, 1.723]",26.571,-94.1,17.85,182,0,224,0,18.32
55,scene-1000,1542193310947751,1542193311121368,ac18c59f62664fbe8e48250e5fa21260,357168ee89444d5a90c1eb32a2e5b4b2,"[808.264, 2332.336, 0.0]","[783.869, 2320.586, 1.825]",27.139,-75.4,18.32,224,0,234,0,18.87
57,scene-1000,1542193311447097,1542193311622041,ac18c59f62664fbe8e48250e5fa21260,2ba15ab2c5274452a7754883bd3f28bb,"[805.916, 2331.306, 0.0]","[782.005, 2317.769, 1.927]",27.545,-56.6,18.87,234,0,228,0,19.43
75,scene-1000,1542193316047683,1542193316121543,ac18c59f62664fbe8e48250e5fa21260,cabd4c4b9ccb401da6da9f2e80710a0c,"[783.124, 2319.523, 0.0]","[760.45, 2283.253, 2.736]",42.861,75.1,22.38,319,0,322,0,23.01
77,scene-1000,1542193316448057,1542193316622089,ac18c59f62664fbe8e48250e5fa21260,2ee4c65ecaf94d3d94163abcf9130842,"[781.657, 2317.464, 0.0]","[757.893, 2279.816, 2.635]",44.599,42.5,23.01,322,0,319,0,23.68
79,scene-1000,1542193316948477,1542193317122231,ac18c59f62664fbe8e48250e5fa21260,70895e88111e45319dd7b4bfcd8d728a,"[779.955, 2314.721, 0.0]","[754.697, 2275.521, 2.509]",46.7,12.3,23.68,319,0,291,0,24.32
80,scene-1000,1542193317448349,1542193317621150,ac18c59f62664fbe8e48250e5fa21260,11c9e2885b4d41ea962314062550f4f5,"[778.3, 2311.862, 0.0]","[751.05, 2271.193, 2.476]",49.018,2.8,24.32,291,0,273,0,24.72
1,scene-1001,1542193341549101,1542193341623426,96c1c62d4c694ff48dc532d39a48ee6e,0c45db4e5d264788afd0d798182de501,"[639.253, 2180.563, 0.0]","[623.653, 2157.509, 0.687]",27.844,44.9,28.44,92,0,117,0,28.51
3,scene-1001,1542193342049008,1542193342122468,96c1c62d4c694ff48dc532d39a48ee6e,3b12239f0b784327a88cb194035a6c82,"[636.912, 2177.316, 0.0]","[625.159, 2161.328, 0.766]",19.858,38.8,28.51,117,0,84,0,28.81
4,scene-1001,1542193342548886,1542193342622575,96c1c62d4c694ff48dc532d39a48ee6e,d105a5c0fa67437fab7e269766130103,"[634.782, 2173.944, 0.0]","[626.768, 2165.233, 0.845]",11.867,30.1,28.81,84,0,48,0,28.82
21,scene-1002,1542193385397222,1542193385621123,5a8f87096f3e4f6b832311759b416e57,a1e2591b1bf048118490ef90eafa56bd,"[453.561, 1998.163, 0.0]","[420.357, 2002.713, -0.786]",33.524,-25.3,27.02,0,0,0,1,26.89
25,scene-1002,1542193385897092,1542193386121198,5a8f87096f3e4f6b832311759b416e57,31343eab5df7407ebdaabe065dcfdbe9,"[449.631, 1998.162, 0.0]","[418.177, 2002.873, -0.698]",31.813,-11.5,26.89,0,1,0,2,26.3
28,scene-1002,1542193386397502,1542193386621441,5a8f87096f3e4f6b832311759b416e57,5ddc31f1fa1b4dcebe3b68a74099bffc,"[445.872, 1998.279, 0.0]","[415.993, 2003.033, -0.611]",30.261,-2.4,26.3,0,2,0,2,25.18
30,scene-1002,1542193386897929,1542193387120749,5a8f87096f3e4f6b832311759b416e57,39bd0963c8564fe2a37e63ef0ad8da37,"[442.183, 1998.44, 0.0]","[413.81, 2003.193, -0.523]",28.773,0.1,25.18,0,2,0,0,23.73
34,scene-1002,1542193387398940,1542193387621251,5a8f87096f3e4f6b832311759b416e57,209852ec5e68460aafe7ffae890f7274,"[438.606, 1998.615, 0.0]","[410.771, 2003.408, -0.582]",28.251,1.0,23.73,0,0,0,2,22.19
38,scene-1002,1542193387898820,1542193388121128,5a8f87096f3e4f6b832311759b416e57,e049f23cc67e46338b38546bd4979a4f,"[435.295, 1998.782, 0.0]","[407.739, 2003.624, -0.64]",27.985,1.0,22.19,0,2,0,2,20.11
41,scene-1002,1542193388398675,1542193388621360,5a8f87096f3e4f6b832311759b416e57,3beb2080fccc45f1913df29e043e044a,"[432.164, 1998.935, 0.0]","[404.707, 2003.839, -0.699]",27.9,-2.2,20.11,0,2,0,0,17.57
44,scene-1002,1542193388948311,1542193389120638,5a8f87096f3e4f6b832311759b416e57,4df882ea8c9a42f883cd04533be40c2b,"[429.12, 1999.071, 0.0]","[400.815, 2003.976, -0.708]",28.736,-3.7,17.57,0,0,0,0,15.3
47,scene-1002,1542193389448210,1542193389621547,5a8f87096f3e4f6b832311759b416e57,2f6503e5a6a24a3b914a27c2099d261f,"[426.774, 1999.18, 0.0]","[397.275, 2004.101, -0.716]",29.916,-5.0,15.3,0,0,0,0,14.13
55,scene-1002,1542193389948126,1542193390121140,af22cd1e6aa84db895d198859c3e7626,9558086b7b8146ccb78ca9cc7390e251,"[424.702, 1999.282, 0.0]","[420.492, 2002.938, 0.588]",5.607,-11.2,14.13,0,0,92,0,15.57
57,scene-1002,1542193390447935,1542193390621405,af22cd1e6aa84db895d198859c3e7626,e6b5547b80224a6a879cafce7124d389,"[422.734, 1999.389, 0.0]","[417.064, 2003.097, 0.418]",6.787,-11.7,15.57,92,0,0,0,17.29
66,scene-1002,1542193390947838,1542193391121124,af22cd1e6aa84db895d198859c3e7626,855ce2c5f734468f93c1449ae8b49be7,"[420.479, 1999.538, 0.0]","[413.406, 2003.265, 0.448]",8.007,-10.9,17.29,0,0,0,0,18.45
70,scene-1002,1542193391447139,1542193391620787,af22cd1e6aa84db895d198859c3e7626,1a4ef3f45eac48949eaaa46ac773577b,"[418.018, 1999.733, 0.0]","[409.466, 2003.419, 0.378]",9.321,0.2,18.45,0,0,0,2,18.99
75,scene-1002,1542193391947603,1542193392121144,af22cd1e6aa84db895d198859c3e7626,49092ddb4aac4d31a83e90ac668ad206,"[415.38, 1999.956, 0.0]","[405.084, 2003.586, 0.308]",10.921,2.3,18.99,0,2,0,0,18.99
77,scene-1002,1542193392448051,1542193392620737,af22cd1e6aa84db895d198859c3e7626,6976a6d1c40a4c2f92553046dab18361,"[412.68, 2000.185, 0.0]","[400.531, 2003.759, 0.238]",12.666,22.8,18.99,0,0,0,0,18.29
83,scene-1002,1542193392947872,1542193393120687,af22cd1e6aa84db895d198859c3e7626,2e3f1c6eb9b640b698936118a5d86d57,"[410.004, 2000.393, 0.0]","[395.665, 2003.838, 0.168]",14.748,48.9,18.29,0,0,0,0,17.45
91,scene-1002,1542193393448347,1542193393621004,af22cd1e6aa84db895d198859c3e7626,bfcdcdc3a0994c35b61d257b7fd9daa3,"[407.464, 2000.498, 0.0]","[390.793, 2003.917, 0.098]",17.018,83.5,17.45,0,0,0,0,16.44
107,scene-1002,1542193395397494,1542193395620809,e1823ae8a8a04f86921352e229aef26c,1e0e7d7c2e24498aa0e4f3c4daf22a17,"[398.688, 1998.705, 0.0]","[386.996, 1985.58, 0.034]",17.577,189.6,18.0,96,0,118,0,19.51
111,scene-1002,1542193395897913,1542193396120888,e1823ae8a8a04f86921352e229aef26c,5dbdae36b89b4d37aa103cac05e1d8a4,"[396.69, 1997.304, 0.0]","[387.242, 1987.147, 0.061]",13.872,191.0,19.51,118,0,153,0,21.01
112,scene-1002,1542193396397795,1542193396621461,e1823ae8a8a04f86921352e229aef26c,8985161224294e7fb9f41bf8a3611280,"[394.857, 1995.328, 0.0]","[387.441, 1988.681, 0.324]",9.964,175.6,21.01,153,0,192,0,22.27
115,scene-1002,1542193396897670,1542193397120626,e1823ae8a8a04f86921352e229aef26c,d712c42f0834427e8548cfd8c0e02157,"[393.395, 1992.783, 0.0]","[387.642, 1989.843, 0.536]",6.483,98.6,22.27,192,0,195,0,23.74
2,scene-1003,1542193421548638,1542193421622214,5097dd2d299c407d83923f40d707a61d,2d99d0d58ec244799e6923ac18727525,"[352.873, 1866.21, 0.0]","[347.53, 1838.71, 1.478]",28.053,15.2,14.52,148,0,185,0,15.24
5,scene-1003,1542193422048516,1542193422121603,5097dd2d299c407d83923f40d707a61d,032647d340924e729b1065879d6f7dd2,"[352.552, 1864.149, 0.0]","[347.584, 1843.108, 1.324]",21.66,24.2,15.24,185,0,211,0,15.78
6,scene-1003,1542193422448317,1542193422621548,5097dd2d299c407d83923f40d707a61d,49367788908345e9a2a659647b12cb6a,"[352.322, 1862.473, 0.0]","[347.628, 1846.626, 1.2]",16.571,21.3,15.78,211,0,244,0,17.04
10,scene-1003,1542193422948757,1542193423121485,5097dd2d299c407d83923f40d707a61d,4a841a514b3a4811956e3bd1ec803990,"[352.056, 1860.191, 0.0]","[347.795, 1850.315, 1.045]",10.807,18.3,17.04,244,0,272,0,18.59
12,scene-1003,1542193423448606,1542193423620646,5097dd2d299c407d83923f40d707a61d,087b8f77f4ef4a1fbb7f4c37b15f68a4,"[351.816, 1857.771, 0.0]","[347.961, 1854.0, 0.891]",5.466,24.5,18.59,272,0,275,0,20.03
19,scene-1003,1542193423948503,1542193424121332,a019e7affc5f4d658582d7c872c2cfa4,fc222dac6bac461eb68b4b52540ecebc,"[351.609, 1855.139, 0.0]","[351.148, 1813.447, 2.121]",41.748,19.9,20.03,275,0,272,0,21.48
22,scene-1003,1542193424398617,1542193424620693,a019e7affc5f4d658582d7c872c2cfa4,bd1e7712b7054bb988f0bb544c3e55ee,"[351.457, 1852.576, 0.0]","[350.339, 1818.205, 1.928]",34.443,23.4,21.48,272,0,234,0,22.85
26,scene-1003,1542193424948803,1542193425120485,a019e7affc5f4d658582d7c872c2cfa4,6343360d92c84c2b9250d47d596442ec,"[351.327, 1849.197, 0.0]","[349.585, 1823.361, 1.681]",25.949,23.3,22.85,234,0,231,0,23.9
28,scene-1003,1542193425448662,1542193425620653,a019e7affc5f4d658582d7c872c2cfa4,07b2c2d0ccb44b94a22ec8498a6173ad,"[351.305, 1845.953, 0.0]","[349.016, 1827.862, 1.444]",18.293,20.4,23.9,231,0,192,0,24.78
31,scene-1003,1542193425899328,1542193426121413,a019e7affc5f4d658582d7c872c2cfa4,3ede1924459c444ca3afc11acaaf9739,"[351.357, 1842.86, 0.0]","[348.588, 1831.633, 1.241]",11.63,17.1,24.78,192,0,192,0,25.45
34,scene-1003,1542193426449530,1542193426620879,bbdb7285c5664379bdc0c56fb79e3396,4b9e01c836674f35853152f00aa5b292,"[351.523, 1838.979, 0.0]","[353.095, 1804.475, 1.86]",34.59,16.6,25.45,192,0,104,0,25.92
37,scene-1003,1542193426948872,1542193427120590,bbdb7285c5664379bdc0c56fb79e3396,67962706a24b475f8c7f80d349e11db5,"[351.761, 1835.387, 0.0]","[352.038, 1808.827, 1.56]",26.608,10.6,25.92,104,0,101,0,25.85
44,scene-1003,1542193427448729,1542193427621119,bbdb7285c5664379bdc0c56fb79e3396,ebcf5e08e98945588d13d85afed23154,"[352.058, 1831.74, 0.0]","[351.192, 1812.781, 1.31]",19.024,9.5,25.85,101,0,97,0,25.51
46,scene-1003,1542193427948649,1542193428121363,bbdb7285c5664379bdc0c56fb79e3396,6e915cab67934a09a73cfe1f2cb71b8e,"[352.404, 1828.156, 0.0]","[350.452, 1816.726, 1.06]",11.644,11.7,25.51,97,0,94,0,25.42
49,scene-1003,1542193428447946,1542193428620682,0fc1052ae8ce46b2b3957fd77ca75122,fbc26f2b640542589d7705d5e34df291,"[352.806, 1824.61, 0.0]","[359.741, 1785.692, 2.054]",39.584,14.2,25.42,94,0,115,0,25.15
52,scene-1003,1542193428947822,1542193429120873,0fc1052ae8ce46b2b3957fd77ca75122,7c04b598c7ca449295ddab7ca544c6f2,"[353.277, 1821.054, 0.0]","[357.765, 1790.691, 1.806]",30.746,22.0,25.15,115,0,215,0,25.35
56,scene-1003,1542193429447694,1542193429620893,0fc1052ae8ce46b2b3957fd77ca75122,e20026487452409a98980dd7b9835117,"[353.811, 1817.572, 0.0]","[356.157, 1795.213, 1.557]",22.535,19.7,25.35,215,0,169,0,25.89
61,scene-1003,1542193429947570,1542193430121155,0fc1052ae8ce46b2b3957fd77ca75122,e11d59f3cd564c4c87218645ddeface2,"[354.461, 1814.067, 0.0]","[354.724, 1799.73, 1.259]",14.394,22.2,25.89,169,0,192,0,26.41
65,scene-1003,1542193430448026,1542193430621030,0fc1052ae8ce46b2b3957fd77ca75122,d79e87822cd34f68b3b42efd5190d829,"[355.234, 1810.459, 0.0]","[353.473, 1804.197, 1.011]",6.583,22.6,26.41,192,0,169,0,26.87
68,scene-1003,1542193430947872,1542193431121395,95249b2012d0456fa80ebe75c65580c9,e71b852ed56b40b59d410d8e2cc3c4c7,"[356.145, 1806.803, 0.0]","[371.435, 1762.222, 3.205]",47.239,22.7,26.87,169,0,189,0,27.22
73,scene-1003,1542193431448304,1542193431621001,95249b2012d0456fa80ebe75c65580c9,326cd7f429e14334913e7ce169cdeb6b,"[357.147, 1803.167, 0.0]","[368.064, 1767.747, 2.825]",37.171,21.9,27.22,189,0,192,0,27.74
75,scene-1003,1542193431948735,1542193432120932,95249b2012d0456fa80ebe75c65580c9,546215668b404787b022926659c42630,"[358.301, 1799.522, 0.0]","[365.153, 1773.0, 2.444]",27.501,16.6,27.74,192,0,140,0,28.23
77,scene-1003,1542193432448614,1542193432620949,95249b2012d0456fa80ebe75c65580c9,5ec25cc3aadc4acbaf8a270dcdc5530e,"[359.56, 1795.77, 0.0]","[362.474, 1778.367, 2.064]",17.766,14.2,28.23,140,0,133,0,28.45
86,scene-1003,1542193434947987,1542193435120932,314af42ce3e547ec81e3328be2c7f528,54fb4de22b3f407db241bd6ee9a53486,"[367.188, 1777.398, 0.0]","[387.339, 1741.739, 2.119]",41.014,19.0,28.13,136,0,146,0,28.19
89,scene-1003,1542193435447844,1542193435621114,314af42ce3e547ec81e3328be2c7f528,d0700b087e9e49789efa215d49f78cd8,"[368.977, 1773.901, 0.0]","[383.878, 1745.695, 1.748]",31.948,21.0,28.19,146,0,140,0,28.45
91,scene-1003,1542193435947189,1542193436120933,314af42ce3e547ec81e3328be2c7f528,f4bcf16bc5b545c388190c1cebe30418,"[370.876, 1770.424, 0.0]","[380.206, 1750.268, 1.361]",22.252,19.4,28.45,140,0,166,0,28.56
92,scene-1003,1542193436446522,1542193436621345,314af42ce3e547ec81e3328be2c7f528,93c7387f0a314b62a2c1fbd930138f4b,"[372.909, 1766.948, 0.0]","[376.646, 1754.929, 1.074]",12.632,15.2,28.56,166,0,189,0,28.94
80,scene-1004,1542193467048425,1542193467620279,8cea8fc867a344e4bf6cdae1effd03e4,c37346b7ca98482f909a5c8d4f87622f,"[580.475, 1673.529, 0.0]","[624.536, 1659.527, -1.864]",46.27,-8.1,26.53,0,0,0,3,24.71
93,scene-1004,1542193467548851,1542193468620982,8cea8fc867a344e4bf6cdae1effd03e4,4ea05e8f7b774567992c15193e0781ba,"[584.007, 1672.098, 0.0]","[624.536, 1659.527, -1.633]",42.465,-10.1,24.71,0,3,0,0,22.86
102,scene-1004,1542193468049311,1542193469121081,8cea8fc867a344e4bf6cdae1effd03e4,1e08990ac3e048d589b9df78d223f410,"[587.391, 1670.671, 0.0]","[624.536, 1659.527, -1.401]",38.806,-10.1,22.86,0,0,0,0,20.75
114,scene-1004,1542193468548631,1542193469620757,8cea8fc867a344e4bf6cdae1effd03e4,777b17f6d4f64348b1db78f9f0e96371,"[590.707, 1669.226, 0.0]","[624.536, 1659.527, -1.17]",35.211,-8.8,20.75,0,0,0,0,18.58
1,scene-1005,1542193481898177,1542193482120524,4d6526c80f3e41778197fb35f9b0ab0b,5c294c38406240aea756ed37a9356cd6,"[660.12, 1623.337, 0.0]","[689.339, 1602.873, -0.373]",35.674,-6.7,31.56,0,0,0,0,31.06
3,scene-1005,1542193482398622,1542193482621002,4d6526c80f3e41778197fb35f9b0ab0b,cc2f8357032b409ca70afaced1787641,"[663.434, 1620.428, 0.0]","[689.339, 1602.873, -0.073]",31.293,-6.7,31.06,0,0,0,0,30.51
5,scene-1005,1542193482899025,1542193483120891,4d6526c80f3e41778197fb35f9b0ab0b,23703d475ff84ed6bab76a04a7df9ddd,"[666.738, 1617.481, 0.0]","[689.339, 1602.873, 0.227]",26.911,-3.2,30.51,0,0,0,0,29.94
7,scene-1005,1542193483398901,1542193483620590,4d6526c80f3e41778197fb35f9b0ab0b,b8e23ea1cdae426da813aa9c2c5f46a9,"[669.937, 1614.579, 0.0]","[689.339, 1602.873, 0.56]",22.667,-3.3,29.94,0,0,0,0,29.21
9,scene-1005,1542193483949103,1542193484120625,4d6526c80f3e41778197fb35f9b0ab0b,d9f95d7af703448dae3b6e7ad61ff17c,"[673.354, 1611.45, 0.0]","[689.339, 1602.873, 0.927]",18.164,-1.9,29.21,0,0,0,0,28.49
13,scene-1005,1542193484448451,1542193484620317,4d6526c80f3e41778197fb35f9b0ab0b,d9ee5a6eb92243578e3663dd1ca92daa,"[676.308, 1608.68, 0.0]","[689.339, 1602.873, 1.202]",14.316,-3.9,28.49,0,0,0,0,28.01
15,scene-1005,1542193484948328,1542193485120544,4d6526c80f3e41778197fb35f9b0ab0b,161d8c70efda4fbdb4648bf9c64049f4,"[679.186, 1605.944, 0.0]","[689.339, 1602.873, 1.477]",10.71,-5.2,28.01,0,0,0,0,27.52
62,scene-1005,1542193492448664,1542193492620887,cb00d1665d774dc69d1af7f384414fe5,66f18da3c0c24553856904bfbb04a234,"[717.405, 1568.601, 0.0]","[758.105, 1551.59, 1.172]",44.128,53.5,19.78,0,2,0,0,17.98
69,scene-1005,1542193492949079,1542193493120976,cb00d1665d774dc69d1af7f384414fe5,3ea8962cd4f6437aaa01e622163f5145,"[719.761, 1567.321, 0.0]","[755.486, 1551.428, 1.102]",39.116,41.9,17.98,0,0,0,0,16.38
