scene,timestamp,inst_token,ann_token,distance,throttle,ego_speed,brake,future_throttle,future_brake
scene-0065,1533153352647824,ff67ba4f1c484142b5339e355f54daf4,aa08b53b16e04907873da4b10bec4f71,19.035,244,13.33,0,254,0
scene-0065,1533153352647824,39959bae7ada4f55a11a420accf18aa9,2e3d599e60594e7f9c168500f4df320f,51.179,273,26.68,0,273,0
scene-0065,1533153352647824,983b88caa9ff4afab42ebcc0d3249ed4,87f22e4cb8694004b151a160c3ae9d85,45.62,138,10.17,0,158,0
scene-0065,1533153352647824,acdf1fce12d94b70806f40fc027a0df6,aa85be21b8eb44bb9430db0724c7db72,29.798,263,23.32,0,267,0
scene-0065,1533153352647824,4309bacb0ce342d482bf10a8c7ea1a4a,dd91ead111ff47adb7538ae740a8be4d,59.431,273,26.68,0,273,0
scene-0065,1533153353147137,983b88caa9ff4afab42ebcc0d3249ed4,f73863a973804c85ac2b93c5f908346f,41.921,158,11.24,0,213,0
scene-0065,1533153353147137,6e94193954d540f6b926b3fd943a4e70,b13b690b791c4cbc8a1380cf765b7a9f,99.303,179,5.16,0,175,0
scene-0065,1533153353147137,969bea1ad1614fab92fd0849bcc1837e,4c5dca7d34624985b3f1593f4dc2a97a,50.34,175,6.7,0,175,0
scene-0065,1533153353147137,43169b4b84114025b97f477369db79dd,c8814d2e85a343f58bf61c956f1faec4,73.598,175,9.21,0,138,0
scene-0065,1533153353147137,18b6e4226d82455a917eec5ce725f0eb,f0b859ba893c458a8f5b085bb870856e,58.118,175,6.7,0,175,0
scene-0065,1533153353147137,ff67ba4f1c484142b5339e355f54daf4,676db2e5ba1d47ab9a1717ed1e71ab85,15.674,254,14.55,0,298,0
scene-0065,1533153353147137,5d3b78f447944c779f55bf6ec644644c,844af691a18c4a4f9f98e8ca604701e3,108.174,179,5.16,0,175,0
scene-0065,1533153353147137,e5de94f5fc2449c091758339d6aede40,5e91de1dd30f41c3a23cc9ffe9878ac9,18.15,273,27.61,0,273,0
scene-0065,1533153353147137,7f4696cbe3cb445ebb2dcc307b55f216,214aa022da20435f96811b49cd2e9603,61.432,280,20.26,0,260,0
scene-0065,1533153353147137,39959bae7ada4f55a11a420accf18aa9,cc0b0f4336374a778e229e52993d6aef,47.527,273,27.61,0,273,0
scene-0065,1533153353147137,acdf1fce12d94b70806f40fc027a0df6,1fe9c955be5a4321b23cfeac19fc7c3e,26.256,267,24.32,0,270,0
scene-0065,1533153353147137,4c2ac9d6dc6b492b92e0b9934e555276,0fe0fcc3a7e34001b9fcd7120b1b2042,23.449,273,27.61,0,273,0
scene-0065,1533153353147137,1cb439ddbf934cb8802e1cc433bc4f55,1d62dc39c9a94b6e9a906a5f3cac56aa,37.055,273,27.61,0,273,0
scene-0065,1533153353147137,4309bacb0ce342d482bf10a8c7ea1a4a,6e2c80a651234d89bed7a74bd321b506,55.727,273,27.61,0,273,0
scene-0065,1533153353696823,4c2ac9d6dc6b492b92e0b9934e555276,49e27abfe04c4f9ca48e52e252736877,19.42,273,28.62,0,270,0
scene-0065,1533153353696823,43169b4b84114025b97f477369db79dd,bf7673be69bb44d8bc42f4a3b254fcbf,69.215,138,10.17,0,158,0
scene-0065,1533153353696823,e5de94f5fc2449c091758339d6aede40,1370d506cbd44738b494f23070a13ded,14.44,273,28.62,0,270,0
scene-0065,1533153353696823,39959bae7ada4f55a11a420accf18aa9,10e9cf36eb904e488225dc2d119fbfc3,43.294,273,28.62,0,270,0
scene-0065,1533153353696823,969bea1ad1614fab92fd0849bcc1837e,1a87079c5a4c4275aed359640e39326c,46.056,175,8.08,0,175,0
scene-0065,1533153353696823,18b6e4226d82455a917eec5ce725f0eb,1d9d9706910e47bf9b8b8aed417a1548,53.837,175,8.08,0,175,0
scene-0065,1533153353696823,983b88caa9ff4afab42ebcc0d3249ed4,372b4aeba08b48968098505d91f7ad94,37.671,213,12.07,0,244,0
scene-0065,1533153353696823,acdf1fce12d94b70806f40fc027a0df6,f117586f77d749ccadf4d6c8b6aefd7d,22.222,270,25.48,0,273,0
scene-0065,1533153353696823,4309bacb0ce342d482bf10a8c7ea1a4a,459a7cdb53824cbab7e95b48e3a5827a,51.436,273,28.62,0,270,0
scene-0065,1533153353696823,6e94193954d540f6b926b3fd943a4e70,574f36cf5f96419b9f5b18e06282cdd8,94.966,175,6.7,0,175,0
scene-0065,1533153353696823,7f4696cbe3cb445ebb2dcc307b55f216,80df8f1906f94a768d52fb4c799bb7af,57.402,260,21.37,0,263,0
scene-0065,1533153353696823,5d3b78f447944c779f55bf6ec644644c,1c2f04bf4ce142398f217fc5c7238fa0,98.357,175,6.7,0,175,0
scene-0065,1533153353696823,1cb439ddbf934cb8802e1cc433bc4f55,c50c9048c75b4e06b75620f53bcd964f,32.848,273,28.62,0,270,0
scene-0065,1533153354200606,18b6e4226d82455a917eec5ce725f0eb,92e3da63f23e43ea88d8b6477355193c,49.813,175,9.21,0,138,0
scene-0065,1533153354200606,43169b4b84114025b97f477369db79dd,eb87e4286d114c5596a36af042706866,65.099,158,11.24,0,213,0
scene-0065,1533153354200606,983b88caa9ff4afab42ebcc0d3249ed4,1504bcbc4c6b456fa55ad0c652eeae68,33.68,244,13.33,0,254,0
scene-0065,1533153354200606,7f4696cbe3cb445ebb2dcc307b55f216,6c900c5c6fb6425e877b63c3e9799c2e,53.62,263,23.32,0,267,0
scene-0065,1533153354200606,92127e57487147a89cd804006cc63443,7821ad4333ee47e0a7d560e9190d3cfa,31.159,179,5.16,0,175,0
scene-0065,1533153354200606,4c2ac9d6dc6b492b92e0b9934e555276,3391b45305214e228f7a2966d55cbfed,15.798,270,29.76,0,247,0
scene-0065,1533153354200606,39959bae7ada4f55a11a420accf18aa9,f95b129ba2994380b24ad26213aad084,39.252,270,29.76,0,247,0
scene-0065,1533153354200606,969bea1ad1614fab92fd0849bcc1837e,feecad20e8be4570bb1efeebca9964c0,42.023,175,9.21,0,138,0
scene-0065,1533153354200606,5d3b78f447944c779f55bf6ec644644c,64a3bfe48e7f4e959a3245730c1d207b,89.661,175,8.08,0,175,0
scene-0065,1533153354200606,acdf1fce12d94b70806f40fc027a0df6,5944b2f3efc841e9b2ec43174d1b23af,18.53,273,26.68,0,273,0
scene-0065,1533153354200606,6e94193954d540f6b926b3fd943a4e70,c4ba7c1835bd49f1839cfc3a6e362081,90.859,175,8.08,0,175,0
scene-0065,1533153354200606,1cb439ddbf934cb8802e1cc433bc4f55,db12e20c06a34ad590df74682f3d8207,28.911,270,29.76,0,247,0
scene-0065,1533153354200606,4309bacb0ce342d482bf10a8c7ea1a4a,fbb0e253df8b4be4936bab5aa92c5b25,47.396,270,29.76,0,247,0
scene-0065,1533153354697648,18b6e4226d82455a917eec5ce725f0eb,b90843a7ac9a4ab984c7bfec2403591f,45.698,138,10.17,0,158,0
scene-0065,1533153354697648,969bea1ad1614fab92fd0849bcc1837e,3f867e0d962145bf8c6e6ca0c3397f12,37.875,138,10.17,0,158,0
scene-0065,1533153354697648,5d3b78f447944c779f55bf6ec644644c,061571fb3dd1416aabf14baf3479e4bc,80.305,175,9.21,0,138,0
scene-0065,1533153354697648,92127e57487147a89cd804006cc63443,ddd1265059934ffc9d05426f0a9b6d4f,27.133,175,6.7,0,175,0
scene-0065,1533153354697648,ed4faee9601b44a69b85c36d06943276,b4e77cdf92c9493283d0d4beeb9c3dfb,40.419,179,5.16,0,175,0
scene-0065,1533153354697648,6e94193954d540f6b926b3fd943a4e70,192d08f37d044906a5a5753ce56c89bf,86.654,175,9.21,0,138,0
scene-0065,1533153354697648,43169b4b84114025b97f477369db79dd,931d83439dd54191a05b3ca5ee0d7f77,60.961,213,12.07,0,244,0
scene-0065,1533153354697648,1cb439ddbf934cb8802e1cc433bc4f55,b5760b1fb3324441a8c11e79c9d6997f,24.928,247,30.75,0,228,0
scene-0065,1533153354697648,7f4696cbe3cb445ebb2dcc307b55f216,7d1824789aa94acab8122f0f3ba18201,49.778,267,24.32,0,270,0
scene-0065,1533153354697648,acdf1fce12d94b70806f40fc027a0df6,7444e555d8a94eb0a3ee2a6c78a46e21,14.963,273,27.61,0,273,0
scene-0065,1533153354697648,39959bae7ada4f55a11a420accf18aa9,4f68707d92774ad9b6ecd3d2e9047c21,35.128,247,30.75,0,228,0
scene-0065,1533153354697648,4309bacb0ce342d482bf10a8c7ea1a4a,eeb77c5e3bed421c81163f0e2cc9ba7c,43.266,247,30.75,0,228,0
scene-0065,1533153354697648,983b88caa9ff4afab42ebcc0d3249ed4,11bc40aa6f564536bc0124d71f1cf824,29.616,254,14.55,0,298,0
scene-0065,1533153355197531,6e94193954d540f6b926b3fd943a4e70,9eab75918dd94663bccbe4c79b2af311,82.266,138,10.17,0,158,0
scene-0065,1533153355197531,7f4696cbe3cb445ebb2dcc307b55f216,9ec8aa7350a9444983a08ff9fece1a14,45.819,270,25.48,0,273,0
scene-0065,1533153355197531,9c9c7df3664f43c481998ed0a6817785,c8af0e74a2bb4658b52632481046f91d,60.51,179,5.16,0,175,0
scene-0065,1533153355197531,5d3b78f447944c779f55bf6ec644644c,51665a4adcae40a98f02a8f9f1c23c2f,71.204,138,10.17,0,158,0
scene-0065,1533153355197531,969bea1ad1614fab92fd0849bcc1837e,5882321178034feea1af05e43865a35c,33.569,158,11.24,0,213,0
scene-0065,1533153355197531,39959bae7ada4f55a11a420accf18aa9,f52d1a35908847909b980d8bcb0d84f7,30.861,228,31.65,0,197,0
scene-0065,1533153355197531,1cb439ddbf934cb8802e1cc433bc4f55,42170211b2284b2f8e410a6aab0343ef,20.828,228,31.65,0,197,0
scene-0065,1533153355197531,18b6e4226d82455a917eec5ce725f0eb,e2492901b942492db7a5ce5ee02f1033,41.42,158,11.24,0,213,0
scene-0065,1533153355197531,4309bacb0ce342d482bf10a8c7ea1a4a,a4e00c34755741f89dbc9d1a4761775e,38.974,228,31.65,0,197,0
scene-0065,1533153355197531,92127e57487147a89cd804006cc63443,4640cccef91f4664a8c6a4e6bd923b59,23.006,175,8.08,0,175,0
scene-0065,1533153355197531,43169b4b84114025b97f477369db79dd,19c204c9fe3649e9a596b5559d5d3ee4,56.628,244,13.33,0,254,0
scene-0065,1533153355197531,983b88caa9ff4afab42ebcc0d3249ed4,b68477e824874e98914ce1ca5483302f,25.391,298,15.7,0,307,0
scene-0065,1533153355197531,ed4faee9601b44a69b85c36d06943276,6646a22af2524cb1bcc86edc52d2dd9d,36.119,175,6.7,0,175,0
scene-0065,1533153355649376,4309bacb0ce342d482bf10a8c7ea1a4a,c2b7ea8b5c43447e86fc35e838cce355,35.025,197,32.17,0,83,0
scene-0065,1533153355649376,6e94193954d540f6b926b3fd943a4e70,ff5ff3faa32144ea8400efcc68132b87,78.247,158,11.24,0,213,0
scene-0065,1533153355649376,7f4696cbe3cb445ebb2dcc307b55f216,3618bb8ce2fe45de9994a5eb42e3a42d,42.246,273,26.68,0,273,0
scene-0065,1533153355649376,43169b4b84114025b97f477369db79dd,588ba69a2851439688ed6291ba2d8860,52.7,254,14.55,0,298,0
scene-0065,1533153355649376,9c9c7df3664f43c481998ed0a6817785,1f8ed490fda54ea6b50e1bd78d37fa2d,56.478,175,6.7,0,175,0
scene-0065,1533153355649376,969bea1ad1614fab92fd0849bcc1837e,91412e4fe50d4a4f8d560a8784c7a493,29.665,213,12.07,0,244,0
scene-0065,1533153355649376,ed4faee9601b44a69b85c36d06943276,59dcdd9ad1664d55a13e5827e147c1db,32.186,175,8.08,0,175,0
scene-0065,1533153355649376,1cb439ddbf934cb8802e1cc433bc4f55,1b8e811d884e4c31b45a56dfc64291a7,17.128,197,32.17,0,83,0
scene-0065,1533153355649376,39959bae7ada4f55a11a420accf18aa9,5ba46c28ac80447796df80e6c7c17af6,26.976,197,32.17,0,83,0
scene-0065,1533153355649376,5d3b78f447944c779f55bf6ec644644c,db794b1d8d254122bd9cdfda93931e8f,63.027,158,11.24,0,213,0
scene-0065,1533153355649376,92127e57487147a89cd804006cc63443,4ead2528c7de419db7465693e71c265b,19.312,175,9.21,0,138,0
scene-0065,1533153355649376,983b88caa9ff4afab42ebcc0d3249ed4,f3ba1ca7d3c64aeda2649cd6e6b06557,21.565,307,17.35,0,298,0
scene-0065,1533153355649376,18b6e4226d82455a917eec5ce725f0eb,ce4f5ebe8d8a4631a7bd83198d81fb36,37.505,213,12.07,0,244,0
scene-0065,1533153356147512,ed4faee9601b44a69b85c36d06943276,ae03783dffe64774860116b251dc5118,27.833,175,9.21,0,138,0
scene-0065,1533153356147512,18b6e4226d82455a917eec5ce725f0eb,b8468dc21f5e440f81dcaf89cb5384cb,33.156,244,13.33,0,254,0
scene-0065,1533153356147512,969bea1ad1614fab92fd0849bcc1837e,cc43b62ac24042c1ac521d9dbd40e0c1,25.355,244,13.33,0,254,0
scene-0065,1533153356147512,43169b4b84114025b97f477369db79dd,77c839e725bf4200a209dedc4726b3c3,48.326,298,15.7,0,307,0
scene-0065,1533153356147512,9c9c7df3664f43c481998ed0a6817785,b755446b6f6a4e4f9f9b4d69adb5aacc,51.99,175,8.08,0,175,0
scene-0065,1533153356147512,5d3b78f447944c779f55bf6ec644644c,7578ee021f9c434f929ba9e47308f8e4,53.676,213,12.07,0,244,0
scene-0065,1533153356147512,ac50e3c953504a9cadd6f2b0d0030a75,a01c164cca5d40e3b53ec9ccc3a11e89,34.976,179,5.16,0,175,0
scene-0065,1533153356147512,983b88caa9ff4afab42ebcc0d3249ed4,72dfec27cd46435eb929323d8f7edff3,17.422,298,18.87,0,280,0
scene-0065,1533153356147512,6e94193954d540f6b926b3fd943a4e70,d5d211a66f2746cf8df99877b55a8409,73.764,213,12.07,0,244,0
scene-0065,1533153356147512,4309bacb0ce342d482bf10a8c7ea1a4a,e4819b5d2ed640cd943031be7b6ac43a,30.647,83,32.62,0,128,0
scene-0065,1533153356147512,92127e57487147a89cd804006cc63443,b3c5a6d906564660a7a4d3ed1a4402e8,15.393,138,10.17,0,158,0
scene-0065,1533153356147512,39959bae7ada4f55a11a420accf18aa9,779928e38a504ca2ad3e2499d24c691b,22.711,83,32.62,0,128,0
scene-0065,1533153356647937,5d3b78f447944c779f55bf6ec644644c,75b8aa9c7c414088a2c5f868b4a53422,44.387,244,13.33,0,254,0
scene-0065,1533153356647937,9c9c7df3664f43c481998ed0a6817785,9308d16273c7475ab8b877a1557db46d,47.413,175,9.21,0,138,0
scene-0065,1533153356647937,ed4faee9601b44a69b85c36d06943276,cc7b6318a14a4153ae1f9bd92bd2d45a,23.438,138,10.17,0,158,0
scene-0065,1533153356647937,ac50e3c953504a9cadd6f2b0d0030a75,e59ce8f105554d7a856b42a7af38959a,30.493,175,6.7,0,175,0
scene-0065,1533153356647937,6e94193954d540f6b926b3fd943a4e70,9d5ef9e348de47cb9e628c15879763ea,69.186,244,13.33,0,254,0
scene-0065,1533153356647937,969bea1ad1614fab92fd0849bcc1837e,eac90bf77de24d6ab157317e566e2b5c,21.029,254,14.55,0,298,0
scene-0065,1533153356647937,983b88caa9ff4afab42ebcc0d3249ed4,82883256463a4827bf9152632939fd77,13.426,280,20.26,0,260,0
scene-0065,1533153356647937,18b6e4226d82455a917eec5ce725f0eb,a2d6ff56da244842abeed75eb26a1346,28.58,254,14.55,0,298,0
scene-0065,1533153356647937,39959bae7ada4f55a11a420accf18aa9,e628bf0d37ea4c8396bcecf4ce1ca77e,18.485,128,32.46,0,146,0
scene-0065,1533153356647937,4309bacb0ce342d482bf10a8c7ea1a4a,0b6ff3c3a9134db7ac336e6bd3e1d8bd,26.211,128,32.46,0,146,0
scene-0065,1533153356647937,43169b4b84114025b97f477369db79dd,68bc867827304ec7943a67457fab5d59,43.653,307,17.35,0,298,0
scene-0065,1533153357047729,ed4faee9601b44a69b85c36d06943276,a82c2cf6eca04bf3bca538d2b311af52,20.021,158,11.24,0,213,0
scene-0065,1533153357047729,39959bae7ada4f55a11a420accf18aa9,a29690c9678c425190728d8b316cbfff,15.265,146,32.44,0,169,0
scene-0065,1533153357047729,5d3b78f447944c779f55bf6ec644644c,6a97116c014540ecbda0f861887497d9,36.889,254,14.55,0,298,0
scene-0065,1533153357047729,18b6e4226d82455a917eec5ce725f0eb,c8ad82c00a144e40b166fa119fa1dc42,25.087,298,15.7,0,307,0
scene-0065,1533153357047729,9c9c7df3664f43c481998ed0a6817785,5d709b6ddf364ae2b2f747214a7e8ccd,43.762,138,10.17,0,158,0
scene-0065,1533153357047729,43169b4b84114025b97f477369db79dd,66d2f1668bfe430e804337e549a6887a,40.122,298,18.87,0,280,0
scene-0065,1533153357047729,6e94193954d540f6b926b3fd943a4e70,d98f90b7ab6b4d90bf33aff5f9d57075,65.537,254,14.55,0,298,0
scene-0065,1533153357047729,12035d3e5be045708da90dfbc576a114,c4bdcb8d47584146bb75d663f4714d1a,73.598,179,5.16,0,175,0
scene-0065,1533153357047729,4309bacb0ce342d482bf10a8c7ea1a4a,7976863a51a243f49396b4532a1e34f6,22.718,146,32.44,0,169,0
scene-0065,1533153357047729,ac50e3c953504a9cadd6f2b0d0030a75,8285c3b8d931443b9c29d1b854f2b3da,26.955,175,8.08,0,175,0
scene-0065,1533153357047729,b58ab77deaed40afb4c5f5aa06ee30e5,2e8c13bc796e465a8651659e39f783e9,102.713,179,5.16,0,175,0
scene-0065,1533153357047729,b897274599f74b549120e1eef5a4f8d4,55d2ceda53d546c0af9a9f3872767774,46.418,179,5.16,0,175,0
scene-0065,1533153357047729,969bea1ad1614fab92fd0849bcc1837e,55c4e3ead15744ac89b0cea885761c6c,17.673,298,15.7,0,307,0
scene-0065,1533153357548158,12035d3e5be045708da90dfbc576a114,a54757eb213642278d018b09affe9a06,69.046,175,6.7,0,175,0
scene-0065,1533153357548158,9c9c7df3664f43c481998ed0a6817785,6ef06cc3865c4ed58be267b7fb9ffe00,39.227,158,11.24,0,213,0
scene-0065,1533153357548158,b58ab77deaed40afb4c5f5aa06ee30e5,da441e115eea424e9b2e9262cdcce091,98.114,175,6.7,0,175,0
scene-0065,1533153357548158,4309bacb0ce342d482bf10a8c7ea1a4a,587251b276aa4dc3b396dbaecd406d0d,18.423,169,32.62,0,169,0
scene-0065,1533153357548158,ac50e3c953504a9cadd6f2b0d0030a75,326b431fd0ff49279a064b0a814ee706,22.579,175,9.21,0,138,0
scene-0065,1533153357548158,ed4faee9601b44a69b85c36d06943276,860f0587a4fa412f998b3981bd01a820,15.863,213,12.07,0,244,0
scene-0065,1533153357548158,b897274599f74b549120e1eef5a4f8d4,ba20b62f44d04b86887fdc670ea0d362,37.321,175,6.7,0,175,0
scene-0065,1533153357548158,43169b4b84114025b97f477369db79dd,a79b54c43bdc421ba4710f4ac6f66bf0,35.354,280,20.26,0,260,0
scene-0065,1533153357548158,969bea1ad1614fab92fd0849bcc1837e,5dc74542b105491dac57559c45402e78,13.677,307,17.35,0,298,0
scene-0065,1533153357548158,3bb4ace8e15a4a7cb0325ecb34753963,192e7b3c5d834e89b6affccfa659c237,41.934,179,5.16,0,175,0
scene-0065,1533153357548158,6e94193954d540f6b926b3fd943a4e70,bda254b5a23848e28f1fb8f11cb6f916,60.956,298,15.7,0,307,0
scene-0065,1533153357548158,5d3b78f447944c779f55bf6ec644644c,0be65e52372b43d0b2963a701c155abd,27.781,298,15.7,0,307,0
scene-0065,1533153357548158,18b6e4226d82455a917eec5ce725f0eb,f3644490dd034200a71a5821df24259c,20.773,307,17.35,0,298,0
scene-0065,1533153358048022,ac50e3c953504a9cadd6f2b0d0030a75,dbfdc462126344fe8c468b5f7caa175e,18.317,138,10.17,0,158,0
scene-0065,1533153358048022,6e94193954d540f6b926b3fd943a4e70,6ee1a0a7080a43129d2efe3e82e422d4,56.392,307,17.35,0,298,0
scene-0065,1533153358048022,9c4d2dbb7a7445f690f653493066da17,aeff7e74065c4b368b7f802430637dd0,56.462,179,5.16,0,175,0
scene-0065,1533153358048022,b58ab77deaed40afb4c5f5aa06ee30e5,d8fe3ab91d6749c1b72bbec24044f85d,93.526,175,8.08,0,175,0
scene-0065,1533153358048022,9c9c7df3664f43c481998ed0a6817785,23292b08da8d4947bfb6d30e0d435a54,34.724,213,12.07,0,244,0
scene-0065,1533153358048022,43169b4b84114025b97f477369db79dd,760dd2364e814b7f92f3709660218b83,30.894,260,21.37,0,263,0
scene-0065,1533153358048022,4309bacb0ce342d482bf10a8c7ea1a4a,653c9b9f5cd843ee975df4b6d8c0e297,14.343,169,32.79,0,169,0
scene-0065,1533153358048022,5d3b78f447944c779f55bf6ec644644c,754f34cc71d24e7b8175263e90886fcf,18.899,307,17.35,0,298,0
scene-0065,1533153358048022,3bb4ace8e15a4a7cb0325ecb34753963,a19a347b39f2490a9fba5157ea03f27e,37.41,175,6.7,0,175,0
scene-0065,1533153358048022,12035d3e5be045708da90dfbc576a114,c103abd1bf5e4cb5acb7ce0302eb4ce5,64.51,175,8.08,0,175,0
scene-0065,1533153358048022,18b6e4226d82455a917eec5ce725f0eb,be4e30e459a843949bfb3871345a764c,16.622,298,18.87,0,280,0
scene-0065,1533153358048022,b897274599f74b549120e1eef5a4f8d4,5d8fe142015b48039b1a5c88eb03a003,28.333,175,8.08,0,175,0
scene-0065,1533153358547902,b897274599f74b549120e1eef5a4f8d4,749adeccb05043f4b5975e3ccc295a05,19.148,175,9.21,0,138,0
scene-0065,1533153358547902,b58ab77deaed40afb4c5f5aa06ee30e5,17ce9b0abf504a8ba1091ab21688d72b,88.916,175,9.21,0,138,0
scene-0065,1533153358547902,3bb4ace8e15a4a7cb0325ecb34753963,583973b58d534882b90659b71279c8d7,32.889,175,8.08,0,175,0
scene-0065,1533153358547902,9c4d2dbb7a7445f690f653493066da17,31e0d3f006f14b6caab7487691545e13,52.174,175,6.7,0,175,0
scene-0065,1533153358547902,7c81c0e5acf8496b90b0b990185daf8c,9f952b6100c04783884d620acee5485e,45.228,179,5.16,0,175,0
scene-0065,1533153358547902,12035d3e5be045708da90dfbc576a114,76e59620de4a4ee384035b4ced1b5174,59.956,175,9.21,0,138,0
scene-0065,1533153358547902,981223fb326b438e9feca3fa078c1d99,4cec55f2867b4e85bafed7cba1541a3a,42.661,179,5.16,0,175,0
scene-0065,1533153358547902,b6b66b3e22d14418bebc34b6f6a34562,9043c62b45a24267a1f93ea07f7b759f,38.727,179,5.16,0,175,0
scene-0065,1533153358547902,391972dd6b594eba92f6a88c06e6ccfe,af65240e1e10417cb99631e4d94edef7,43.576,179,5.16,0,175,0
scene-0065,1533153358547902,6e94193954d540f6b926b3fd943a4e70,98c1dc910baa465897825c492794ceaf,51.816,298,18.87,0,280,0
scene-0065,1533153358547902,ac50e3c953504a9cadd6f2b0d0030a75,b939982acac8408d8688c436d7b67f89,14.256,158,11.24,0,213,0
scene-0065,1533153358547902,5d3b78f447944c779f55bf6ec644644c,09bc799fef964ba19408a0fe14505417,10.008,298,18.87,0,280,0
scene-0065,1533153358547902,43169b4b84114025b97f477369db79dd,d8dfc9a6c2df43608789bb02bd027b62,26.462,263,23.32,0,267,0
scene-0065,1533153358547902,9c9c7df3664f43c481998ed0a6817785,753e3687240749b1865230b306cfb1a8,30.224,244,13.33,0,254,0
scene-0065,1533153359047820,b897274599f74b549120e1eef5a4f8d4,8651af786e624c9dbd7688b941b6fa2e,10.214,138,10.17,0,158,0
scene-0065,1533153359047820,391972dd6b594eba92f6a88c06e6ccfe,e87f0eb9d9104c0ca31ede2c8d433967,38.979,175,6.7,0,175,0
scene-0065,1533153359047820,6e94193954d540f6b926b3fd943a4e70,3af70786d3124171b9f14fded475618f,47.214,280,20.26,0,260,0
scene-0065,1533153359047820,b6b66b3e22d14418bebc34b6f6a34562,66b9652bc1f14befb9376245bd68e276,29.382,175,6.7,0,175,0
scene-0065,1533153359047820,981223fb326b438e9feca3fa078c1d99,0a4879af25004ce79d4291d9dbca9539,38.613,175,6.7,0,175,0
scene-0065,1533153359047820,7c81c0e5acf8496b90b0b990185daf8c,ab7fe9e38c3141e481420ebff8cd8918,41.106,175,6.7,0,175,0
scene-0065,1533153359047820,9c4d2dbb7a7445f690f653493066da17,b932cfb81b524a60b98c2f3372f611ae,47.999,175,8.08,0,175,0
scene-0065,1533153359047820,3bb4ace8e15a4a7cb0325ecb34753963,e0e9b8a73a4e43f0841c38cfa167d497,28.372,175,9.21,0,138,0
scene-0065,1533153359047820,12035d3e5be045708da90dfbc576a114,10aebfeb73c443339891e23358e00d2d,55.372,138,10.17,0,158,0
scene-0065,1533153359047820,43169b4b84114025b97f477369db79dd,d0ca019c17b9459584d064ceff464c0e,22.066,267,24.32,0,270,0
scene-0065,1533153359047820,cf919f9025324c6db4a08d9cfbc27820,4ab3ad3462e141098312661647dc60c2,36.674,179,5.16,0,175,0
scene-0065,1533153359047820,9c9c7df3664f43c481998ed0a6817785,e52d2c2bc0b940ff8d2c6248570b67ce,25.739,254,14.55,0,298,0
scene-0065,1533153359047820,b58ab77deaed40afb4c5f5aa06ee30e5,7267f558449a4ef4a7f7b38e35b2da28,84.24,138,10.17,0,158,0
scene-0065,1533153359551471,479c5221d14047adbf0d44e881dae290,4b8aab8fe09f47529599604ef9e017c8,37.303,179,5.16,0,175,0
scene-0065,1533153359551471,6e94193954d540f6b926b3fd943a4e70,fa2bbe4c49d74a518529ae6220e817dc,42.611,260,21.37,0,263,0
scene-0065,1533153359551471,9c9c7df3664f43c481998ed0a6817785,1ae7db002b8a4eebb4deda00cde59a61,21.331,298,15.7,0,307,0
scene-0065,1533153359551471,3bb4ace8e15a4a7cb0325ecb34753963,ee3c224ae80148f4b66075bcf044452a,23.88,138,10.17,0,158,0
scene-0065,1533153359551471,b6b66b3e22d14418bebc34b6f6a34562,3157fa59c6d04f598ec1d526bf6b155b,20.131,175,8.08,0,175,0
scene-0065,1533153359551471,9c4d2dbb7a7445f690f653493066da17,7397a19293814535a31d357ce34e84da,43.802,175,9.21,0,138,0
scene-0065,1533153359551471,cf919f9025324c6db4a08d9cfbc27820,b9c58f938c684187915b4451b1523d43,32.142,175,6.7,0,175,0
scene-0065,1533153359551471,d62c9550081141e4991bc4f9988255c0,11fe25773ba84547b076ee9c583190ac,31.78,179,5.16,0,175,0
scene-0065,1533153359551471,391972dd6b594eba92f6a88c06e6ccfe,1935331ce31c4a97abc7a57d9e8fb9f8,34.32,175,8.08,0,175,0
scene-0065,1533153359551471,37f1f5529e5e42eab200c363a02e0d33,9db52f358d564960ae9c5cf8a385e3c9,39.38,179,5.16,0,175,0
scene-0065,1533153359551471,12035d3e5be045708da90dfbc576a114,71a73594c4a04a7684924b7326087379,50.786,158,11.24,0,213,0
scene-0065,1533153359551471,43169b4b84114025b97f477369db79dd,fa829d58d5cf42b487e36699fe67b647,17.804,270,25.48,0,273,0
scene-0065,1533153359551471,b58ab77deaed40afb4c5f5aa06ee30e5,70a491aaa2e04dc38ff30be808004687,79.557,158,11.24,0,213,0
scene-0065,1533153360048087,b6b66b3e22d14418bebc34b6f6a34562,748ce22b87c2447f93394b43937d417a,11.1,175,9.21,0,138,0
scene-0065,1533153360048087,9c9c7df3664f43c481998ed0a6817785,6030fe8553a14b06ab326cd43ee6007c,17.22,307,17.35,0,298,0
scene-0065,1533153360048087,391972dd6b594eba92f6a88c06e6ccfe,99e3a10c330b4f5f9b1522cbca6166f6,29.806,175,9.21,0,138,0
scene-0065,1533153360048087,6e94193954d540f6b926b3fd943a4e70,c7e51b66953049019ffce887511733a7,38.137,263,23.32,0,267,0
scene-0065,1533153360048087,cf919f9025324c6db4a08d9cfbc27820,e02acbe735104a00ad6d2f5a5a1ae7a9,27.645,175,8.08,0,175,0
scene-0065,1533153360048087,b58ab77deaed40afb4c5f5aa06ee30e5,3471249e23724a37b871c14ebeb2cc8a,74.99,213,12.07,0,244,0
